house_code,title,district,community,housing_estate,size,orientation,house_type,floor,price
BJ2589192453449842688,整租·垡头西里二区 3室1厅 南/北,朝阳,垡头,垡头西里二区,61㎡,南 北,3室1厅1卫,高楼层（6层）,4300
BJ2682616410810884096,合租·聚福苑2号院 3居室 南卧,朝阳,定福庄,聚福苑2号院,9㎡,南,3居室,低楼层（11层）,2890
BJ2588311087514656768,整租·梵谷水郡 1室0厅 南,朝阳,酒仙桥,梵谷水郡,22㎡,南,1室0厅1卫,低楼层（22层）,3500
BJ2682601364013989888,合租·聚福苑2号院 3居室 北卧,朝阳,定福庄,聚福苑2号院,11㎡,北,3居室,低楼层（26层）,2590
BJ2584144755747733504,整租·明天第一城7号院 1房间 南,朝阳,立水桥,明天第一城7号院,51㎡,南,1房间1卫,中楼层（20层）,4800
BJ2593982015892094976,整租·康静里 2室1厅 南/北,朝阳,东坝,康静里,58㎡,南 北,2室1厅1卫,高楼层（6层）,3800
BJ2597756152729313280,整租·安慧东里 1室1厅 南,朝阳,亚运村小营,安慧东里,39㎡,南,1室1厅1卫,地下室（6层）,4300
BJ2592659751087382528,整租·北京像素南区 1房间 南,朝阳,常营,北京像素南区,51㎡,南,1房间1卫,高楼层（23层）,3500
BJ2607125018991132672,整租·劲松路 3室1厅 南/北,朝阳,劲松,劲松路,54㎡,南 北,3室1厅1卫,低楼层（6层）,4900
BJ2683350575064039424,合租·石门新居35号院 3居室 东卧,朝阳,百子湾,石门新居35号院,13㎡,东,3居室,中楼层（28层）,3190
BJ2603412920725676032,整租·定福庄北里2号院 2室1厅 南/北,朝阳,定福庄,定福庄北里2号院,61㎡,南 北,2室1厅1卫,高楼层（6层）,4900
BJ2683291674218086400,合租·石门新居35号院 3居室 东卧,朝阳,百子湾,石门新居35号院,12㎡,东,3居室,中楼层（28层）,2760
BJ2603491633928339456,整租·管庄东里 2室1厅 南,朝阳,管庄,管庄东里,78㎡,南,2室1厅1卫,高楼层（3层）,4600
BJ2610944808596021248,整租·管庄西里 2室1厅 南/北,朝阳,管庄,管庄西里,62㎡,南 北,2室1厅1卫,高楼层（6层）,4200
BJ2612160083282903040,整租·管庄东里 2室1厅 南/北,朝阳,管庄,管庄东里,54㎡,南 北,2室1厅1卫,中楼层（6层）,4900
BJ2612986470868189184,整租·双桥六号井 2室1厅 南/北,朝阳,双桥,双桥六号井,60㎡,南 北,2室1厅1卫,中楼层（6层）,3400
BJ2616534135950819328,整租·东一时区 2室1厅 东南,朝阳,双桥,东一时区,72㎡,东南,2室1厅1卫,中楼层（22层）,4100
BJ2620370872280039424,整租·恒大领寓 1房间 东,朝阳,豆各庄,恒大领寓,50㎡,东,1房间1卫,低楼层（13层）,3800
BJ2625222324680933376,整租·管庄东里 3室1厅 南/北,朝阳,管庄,管庄东里,62㎡,南 北,3室1厅1卫,中楼层（4层）,4200
BJ2682566241843159040,合租·聚福苑2号院 3居室 南卧,朝阳,定福庄,聚福苑2号院,9㎡,南,3居室,高楼层（11层）,2890
BJ2614588824852381696,整租·10AM新坐标 1室0厅 北,朝阳,方庄,10AM新坐标,48㎡,北,1室0厅1卫,低楼层（29层）,4500
BJ2682620237383204864,合租·聚福苑2号院 2居室 南卧,朝阳,定福庄,聚福苑2号院,11㎡,南,2居室,中楼层（11层）,2690
BJ2584011225163898880,整租·柏阳景园 2室1厅 南/北,朝阳,朝阳其它,柏阳景园,83㎡,南 北,2室1厅1卫,高楼层（6层）,4500
BJ2681881591315709952,合租·泰福苑D1区 3居室 南卧,朝阳,定福庄,泰福苑D1区,15㎡,南,3居室,低楼层（16层）,3060
BJ2582501020945096704,整租·金隅可乐 1房间 南,朝阳,双桥,金隅可乐,57㎡,南,1房间1卫,高楼层（19层）,3900
BJ2683304905049391104,合租·石门新居35号院 3居室 东卧,朝阳,百子湾,石门新居35号院,8㎡,东,3居室,中楼层（28层）,2760
BJ2592660774078398464,整租·北京像素南区 1房间 南,朝阳,常营,北京像素南区,51㎡,南,1房间1卫,高楼层（23层）,3500
BJ2683303447830200320,合租·石门新居35号院 3居室 东卧,朝阳,百子湾,石门新居35号院,11㎡,东,3居室,低楼层（28层）,3190
BJ2590417940528766976,整租·双桥五号井 1室1厅 南/北,朝阳,双桥,双桥五号井,57㎡,南 北,1室1厅1卫,中楼层（6层）,3600
BJ2683304693195096064,合租·石门新居35号院 4居室 南卧,朝阳,百子湾,石门新居35号院,23㎡,南,4居室,低楼层（28层）,3590
BJ2598571153526095872,整租·北平里 2室1厅 南/北,朝阳,首都机场,北平里,61㎡,南 北,2室1厅1卫,高楼层（6层）,4000
BJ2683985567087067136,合租·聚福苑2号院 3居室 南卧,朝阳,定福庄,聚福苑2号院,9㎡,南,3居室,中楼层（11层）,2890
BJ2604831054795907072,整租·管庄西里 2室1厅 南/北,朝阳,管庄,管庄西里,63㎡,南 北,2室1厅1卫,高楼层（6层）,4450
BJ2683852545566449664,合租·翠成馨园D区 3居室 东卧,朝阳,垡头,翠成馨园D区,10㎡,东,3居室,中楼层（21层）,2390
BJ2606530554103078912,整租·明天生活馆 1室0厅 东,朝阳,立水桥,明天生活馆,16㎡,东,1室0厅0卫,高楼层（2层）,2300
BJ2612184199490445312,整租·金隅可乐 2房间 南,朝阳,双桥,金隅可乐,61㎡,南,2房间1卫,低楼层（19层）,3600
BJ2612176789564293120,整租·双桥小区 2室1厅 南/北,朝阳,双桥,双桥小区,87㎡,南 北,2室1厅1卫,低楼层（7层）,4600
BJ2614292277862080512,整租·康静里 2室1厅 南/北,朝阳,东坝,康静里,58㎡,南 北,2室1厅1卫,低楼层（6层）,4300
BJ2615171604400832512,整租·燕翔西里 3室0厅 南/北,朝阳,首都机场,燕翔西里,93㎡,南 北,3室0厅1卫,低楼层（3层）,4900
BJ2683869051142275072,合租·京通苑 3居室 北卧,朝阳,管庄,京通苑,8㎡,北,3居室,高楼层（24层）,2260
BJ2603376817809399808,整租·北京像素南区 1房间 西南,朝阳,常营,北京像素南区,44㎡,西南,1房间1卫,低楼层（23层）,4000
BJ2683863141124669440,合租·馨岛苑 3居室 北卧,朝阳,常营,馨岛苑,11㎡,北,3居室,高楼层（11层）,2460
BJ2609192054663675904,整租·京通苑 1室1厅 南,朝阳,管庄,京通苑,62㎡,南,1室1厅1卫,低楼层（24层）,3900
BJ2609196880235864064,整租·双桥六号井 2室1厅 南/北,朝阳,双桥,双桥六号井,54㎡,南 北,2室1厅1卫,高楼层（4层）,2800
BJ2618098050245066752,整租·中国铁建广场 2房间 北,朝阳,北苑,中国铁建广场,37㎡,北,2房间1卫,低楼层（29层）,3900
BJ2608528628010450944,整租·三间房南里4号院 2室1厅 南/北,朝阳,定福庄,三间房南里4号院,61㎡,南 北,2室1厅1卫,中楼层（6层）,4600
BJ2628311054555553792,整租·金蝉里 1室1厅 南,朝阳,垡头,金蝉里,42㎡,南,1室1厅1卫,低楼层（6层）,3800
BJ2627342579192578048,整租·华威西里 1室1厅 南,朝阳,潘家园,华威西里,44㎡,南,1室1厅1卫,中楼层（6层）,4300
BJ2661653160744976384,整租·定福庄西街 2室1厅 南/北,朝阳,定福庄,定福庄西街,55㎡,南 北,2室1厅1卫,低楼层（6层）,4650
BJ2683985568219529216,合租·聚福苑2号院 3居室 北卧,朝阳,定福庄,聚福苑2号院,12㎡,北,3居室,中楼层（11层）,2590
BJ2665894237971169280,整租·中建玲珑山 1房间 东,朝阳,双桥,中建玲珑山,48㎡,东,1房间1卫,低楼层（9层）,4100
BJ2684030274777923584,合租·聚福苑2号院 2居室 北卧,朝阳,定福庄,聚福苑2号院,12㎡,北,2居室,低楼层（26层）,2860
BJ2668820259208691712,整租·管庄新村 2室1厅 南,朝阳,双桥,管庄新村,80㎡,南,2室1厅1卫,中楼层（18层）,4400
BJ2683952783635251200,合租·远洋一方润园3号院 3居室 北卧,朝阳,双桥,远洋一方润园3号院,10㎡,北,3居室,低楼层（18层）,2160
BJ2669421896281628672,整租·酒仙桥三街坊 2室1厅 南/北,朝阳,酒仙桥,酒仙桥三街坊,55㎡,南 北,2室1厅1卫,低楼层（6层）,4500
BJ2684001075878699008,合租·聚福苑 3居室 北卧,朝阳,定福庄,聚福苑,8㎡,北,3居室,低楼层（24层）,2230
BJ2668863839117770752,整租·瑞祥里 1室1厅 东南,朝阳,管庄,瑞祥里,57㎡,东南,1室1厅1卫,中楼层（6层）,3600
BJ2683867719820394496,合租·翠成馨园D区 3居室 南卧,朝阳,垡头,翠成馨园D区,16㎡,南,3居室,高楼层（28层）,2560
BJ2537615205425758208,整租·中建玲珑山 1房间 西,朝阳,双桥,中建玲珑山,48㎡,西,1房间1卫,低楼层（9层）,3900
BJ2683952781781639168,合租·远洋一方润园3号院 3居室 北卧,朝阳,双桥,远洋一方润园3号院,9㎡,北,3居室,低楼层（18层）,2360
BJ2532433623215783936,整租·幸福二村 1室0厅 南,朝阳,工体,幸福二村,33㎡,南,1室0厅1卫,低楼层（5层）,4800
BJ2683919213676208128,合租·翠成馨园D区 3居室 西卧,朝阳,垡头,翠成馨园D区,10㎡,西,3居室,高楼层（24层）,2390
BJ2538245189400018944,整租·华威西里 1室1厅 南,朝阳,潘家园,华威西里,42㎡,南,1室1厅1卫,中楼层（6层）,3800
BJ2683873892485046272,合租·翠成馨园D区 3居室 北卧,朝阳,垡头,翠成馨园D区,14㎡,北,3居室,中楼层（28层）,2460
BJ2529459745765998592,整租·林达海渔广场 1房间 南,朝阳,十里河,林达海渔广场,55㎡,南,1房间1卫,低楼层（15层）,4100
BJ2528025090189164544,整租·曙光里 1室1厅 南,朝阳,三元桥,曙光里,41㎡,南,1室1厅1卫,低楼层（18层）,4600
BJ2525985663338151936,整租·宇达创意中心 2房间 南,朝阳,朝阳其它,宇达创意中心,53㎡,南,2房间1卫,高楼层（7层）,3500
BJ2546137920004702208,整租·双龙南里 2室1厅 东/西,朝阳,华威桥,双龙南里,59㎡,东 西,2室1厅1卫,低楼层（6层）,4500
BJ2549274144307159040,整租·都城心屿 1室1厅 西,朝阳,劲松,都城心屿,54㎡,西,1室1厅1卫,低楼层（24层）,4900
BJ2683881147423277056,合租·翠成馨园D区 3居室 西卧,朝阳,垡头,翠成馨园D区,13㎡,西,3居室,高楼层（28层）,2560
BJ2539091440881893376,整租·劲松六区 2室1厅 东,朝阳,潘家园,劲松六区,53㎡,东,2室1厅1卫,中楼层（6层）,4700
BJ2683852545868439552,合租·翠成馨园D区 3居室 东卧,朝阳,垡头,翠成馨园D区,13㎡,东,3居室,中楼层（21层）,2490
BJ2553398836626464768,整租·烟厂宿舍 2室1厅 南/北,朝阳,管庄,烟厂宿舍,68㎡,南 北,2室1厅1卫,低楼层（6层）,4300
BJ2563011168327442432,整租·双合家园 2室1厅 南,朝阳,垡头,双合家园,86㎡,南,2室1厅1卫,低楼层（22层）,4800
BJ2564996847605391360,整租·三间房南里4号院 2室1厅 南/北,朝阳,定福庄,三间房南里4号院,60㎡,南 北,2室1厅1卫,高楼层（6层）,4600
BJ2555133209583026176,整租·柏阳景园 2室1厅 南/北,朝阳,朝阳其它,柏阳景园,83㎡,南 北,2室1厅1卫,高楼层（5层）,4300
BJ2562366697831415808,整租·延静西里 1室1厅 东,朝阳,红庙,延静西里,39㎡,东,1室1厅1卫,高楼层（6层）,4600
BJ2568062123217797120,整租·南平里 2室1厅 南/北,朝阳,首都机场,南平里,58㎡,南 北,2室1厅1卫,低楼层（5层）,3700
BJ2576133617457561600,整租·管庄新村 2室1厅 南/北,朝阳,双桥,管庄新村,80㎡,南 北,2室1厅1卫,中楼层（18层）,4700
BJ2684030273930403840,合租·聚福苑2号院 2居室 东卧,朝阳,定福庄,聚福苑2号院,10㎡,东,2居室,低楼层（26层）,2590
BJ2686776042982744064,整租·南平里 2室1厅 南/北,朝阳,首都机场,南平里,57㎡,南 北,2室1厅1卫,中楼层（6层）,3500
BJ2683878305505492992,合租·翠成馨园D区 3居室 南卧,朝阳,垡头,翠成馨园D区,16㎡,南,3居室,中楼层（26层）,2590
BJ2575275958407790592,双桥六号井 3室1厅 南/北,朝阳,双桥,双桥六号井,70㎡,南 北,3室1厅1卫,高楼层（6层）,4100
BJ2683399037142433792,合租·石门新居35号院 3居室 东卧,朝阳,百子湾,石门新居35号院,11㎡,东,3居室,低楼层（28层）,2990
BJ2683399033317498880,合租·石门新居35号院 3居室 东卧,朝阳,百子湾,石门新居35号院,11㎡,东,3居室,中楼层（28层）,2990
BJ2683881148110872576,合租·翠成馨园D区 3居室 西卧,朝阳,垡头,翠成馨园D区,10㎡,西,3居室,高楼层（28层）,2390
BJ2683985567523815424,合租·聚福苑2号院 3居室 北卧,朝阳,定福庄,聚福苑2号院,10㎡,北,3居室,中楼层（11层）,2360
BJ2682587639068508160,合租·聚福苑2号院 2居室 南卧,朝阳,定福庄,聚福苑2号院,11㎡,南,2居室,低楼层（27层）,2760
BJ2683399032294359040,合租·石门新居35号院 3居室 东卧,朝阳,百子湾,石门新居35号院,8㎡,东,3居室,低楼层（28层）,2760
BJ2574636997046452224,整租·远洋一方润园6号院 3室0厅 南/北,朝阳,双桥,远洋一方润园6号院,75㎡,南 北,3室0厅1卫,低楼层（15层）,4200
BJ2584011225163898880,整租·柏阳景园 2室1厅 南/北,朝阳,朝阳其它,柏阳景园,83㎡,南 北,2室1厅1卫,高楼层（6层）,4500
BJ2590417940528766976,整租·双桥五号井 1室1厅 南/北,朝阳,双桥,双桥五号井,57㎡,南 北,1室1厅1卫,中楼层（6层）,3600
BJ2683919212962906112,合租·翠成馨园D区 3居室 西卧,朝阳,垡头,翠成馨园D区,8㎡,西,3居室,高楼层（24层）,2290
BJ2683952783341649920,合租·远洋一方润园3号院 3居室 北卧,朝阳,双桥,远洋一方润园3号院,9㎡,北,3居室,低楼层（18层）,2260
BJ2684030274333057024,合租·聚福苑2号院 3居室 南卧,朝阳,定福庄,聚福苑2号院,13㎡,南,3居室,中楼层（11层）,2890
BJ2588311087514656768,整租·梵谷水郡 1室0厅 南,朝阳,酒仙桥,梵谷水郡,22㎡,南,1室0厅1卫,低楼层（22层）,3500
BJ2670769564668928000,合租·欧陆经典 5居室 南卧,朝阳,亚运村小营,欧陆经典,30㎡,南,5居室,高楼层（26层）,4200
BJ2584144755747733504,整租·明天第一城7号院 1房间 南,朝阳,立水桥,明天第一城7号院,51㎡,南,1房间1卫,中楼层（20层）,4800
BJ2662927095810244608,整租·上线6号 1房间 北,朝阳,常营,上线6号,62㎡,北,1房间1卫,中楼层（15层）,4000
BJ2666053437468721152,整租·金隅凤麟洲 1室0厅 西,朝阳,朝青,金隅凤麟洲,38㎡,西,1室0厅1卫,高楼层（9层）,4900
BJ2684604519178051584,合租·北苑家园紫绶园 5居室 南卧,朝阳,北苑,北苑家园紫绶园,20㎡,南,5居室,低楼层（24层）,2400
BJ2668820259208691712,整租·管庄新村 2室1厅 南,朝阳,双桥,管庄新村,80㎡,南,2室1厅1卫,中楼层（18层）,4400
BJ2661716372932788224,整租·定福庄西街 1室1厅 南,朝阳,定福庄,定福庄西街,50㎡,南,1室1厅1卫,高楼层（18层）,4700
BJ2684535970048507904,合租·北苑家园绣菊园 4居室 南卧,朝阳,北苑,北苑家园绣菊园,18㎡,南,4居室,高楼层（25层）,2300
BJ2662442412844261376,整租·妇联小区 2室1厅 南/北,朝阳,定福庄,妇联小区,65㎡,南 北,2室1厅1卫,高楼层（6层）,4500
BJ2686982295508238336,合租·柏林爱乐二期 4居室 南卧,朝阳,常营,柏林爱乐二期,21㎡,南,4居室,中楼层（21层）,3290
BJ2669421896281628672,整租·酒仙桥三街坊 2室1厅 南/北,朝阳,酒仙桥,酒仙桥三街坊,55㎡,南 北,2室1厅1卫,低楼层（6层）,4500
BJ2686225418486554624,合租·双惠小区 3居室 西北卧,朝阳,双桥,双惠小区,15㎡,西北,3居室,中楼层（6层）,3090
BJ2662832314622410752,整租·管庄东里 2室1厅 南/北,朝阳,管庄,管庄东里,73㎡,南 北,2室1厅1卫,中楼层（6层）,4600
BJ2666558365014441984,整租·定福庄南里1号院 2室1厅 南,朝阳,定福庄,定福庄南里1号院,57㎡,南,2室1厅1卫,低楼层（6层）,4600
BJ2686238017060085760,合租·杨闸新村 4居室 东卧,朝阳,管庄,杨闸新村,13㎡,东,4居室,高楼层（16层）,2690
BJ2685502039668572160,合租·泰福苑D1区 3居室 南卧,朝阳,定福庄,泰福苑D1区,13㎡,南,3居室,高楼层（18层）,2460
BJ2585776995992608768,合租·芍药居5号院 4居室 南卧,朝阳,芍药居,芍药居5号院,27㎡,南,4居室,高楼层（7层）,2800
BJ2585776419527196672,合租·芍药居 4居室 南卧,朝阳,芍药居,芍药居,26㎡,南,4居室,高楼层（12层）,2700
BJ2586937041602756608,合租·欧陆经典 5居室 南卧,朝阳,亚运村小营,欧陆经典,35㎡,南,5居室,高楼层（15层）,3900
BJ2586174039370776576,合租·芍药居4号院 5居室 南卧,朝阳,芍药居,芍药居4号院,15㎡,南,5居室,高楼层（7层）,2400
BJ2673735137077755904,整租·东泽园 2室1厅 南/北,朝阳,东坝,东泽园,73㎡,南 北,2室1厅1卫,低楼层（20层）,4500
BJ2585776526473560064,合租·慧忠北里第一社区 4居室 南卧,朝阳,亚运村,慧忠北里第一社区,30㎡,南,4居室,高楼层（16层）,3300
BJ2680511609356419072,整租·烟厂宿舍 2室1厅 南/北,朝阳,管庄,烟厂宿舍,65㎡,南 北,2室1厅1卫,中楼层（6层）,4500
BJ2683518538400415744,整租·炫特嘉园三期 1室0厅 北,朝阳,石佛营,炫特嘉园三期,41㎡,北,1室0厅1卫,低楼层（23层）,4800
BJ2590351498836197376,合租·明天第一城7号院 3居室 东南卧,朝阳,立水桥,明天第一城7号院,22㎡,东南,3居室,高楼层（24层）,2300
BJ2589172492681609216,合租·欧陆经典 5居室 南卧,朝阳,亚运村小营,欧陆经典,24㎡,南,5居室,高楼层（15层）,2300
BJ2589187964856696832,合租·芍药居北里 4居室 东卧,朝阳,芍药居,芍药居北里,20㎡,东,4居室,高楼层（24层）,2900
BJ2685410948579065856,整租·东军庄 2室1厅 南/北,朝阳,管庄,东军庄,56㎡,南 北,2室1厅1卫,高楼层（3层）,3400
BJ2684585422453219328,整租·南湖渠三巷 3室0厅 南/北,朝阳,望京,南湖渠三巷,54㎡,南 北,3室0厅1卫,中楼层（6层）,4400
BJ2686182101451554816,整租·定福庄西街 2室1厅 西,朝阳,定福庄,定福庄西街,65㎡,西,2室1厅1卫,高楼层（18层）,4700
BJ2591074823354990592,合租·望京西园三区 4居室 南卧,朝阳,望京,望京西园三区,28㎡,南,4居室,高楼层（28层）,3200
BJ2591281622187769856,合租·世纪东方城 4居室 东卧,朝阳,欢乐谷,世纪东方城,10㎡,东,4居室,高楼层（12层）,2660
BJ2686096504699232256,整租·金隅景和园 1室1厅 南,朝阳,东坝,金隅景和园,61㎡,南,1室1厅1卫,低楼层（21层）,4100
BJ2682687453227122688,整租·东军庄 2室1厅 南/北,朝阳,管庄,东军庄,64㎡,南 北,2室1厅1卫,高楼层（2层）,3700
BJ2591843033494323200,合租·芍药居北里 4居室 北卧,朝阳,芍药居,芍药居北里,30㎡,北,4居室,高楼层（24层）,3600
BJ2687636024183488512,整租·金隅景和园 1室1厅 南,朝阳,东坝,金隅景和园,61㎡,南,1室1厅1卫,高楼层（21层）,4300
BJ2604164134715269120,合租·安慧里二区 3居室 北卧,朝阳,亚运村,安慧里二区,15㎡,北,3居室,低楼层（18层）,2000
BJ2686194167054606336,整租·三间房东路 2室1厅 南/北,朝阳,定福庄,三间房东路,54㎡,南 北,2室1厅1卫,高楼层（6层）,4200
BJ2701304441755410432,整租·金隅可乐 2房间 西,朝阳,双桥,金隅可乐,68㎡,西,2房间1卫,中楼层（19层）,4500
BJ2701399851786313728,整租·吕营嘉园C区 1室1厅 南/北,朝阳,十里河,吕营嘉园C区,56㎡,南 北,1室1厅1卫,低楼层（6层）,4000
BJ2701462168691818496,整租·管庄东里 2室1厅 南/北,朝阳,管庄,管庄东里,74㎡,南 北,2室1厅1卫,中楼层（4层）,4500
BJ2696295435215044608,整租·东平里 2室1厅 南/北,朝阳,首都机场,东平里,67㎡,南 北,2室1厅1卫,低楼层（6层）,3700
BJ2696335348790992896,整租·南平里 2室1厅 南/北,朝阳,首都机场,南平里,58㎡,南 北,2室1厅1卫,高楼层（6层）,3300
BJ2702276429629882368,整租·光辉南里 2室1厅 南/北,朝阳,CBD,光辉南里,57㎡,南 北,2室1厅1卫,地下室（6层）,4800
BJ2702778526565933056,整租·京通苑 1室2厅 南,朝阳,管庄,京通苑,65㎡,南,1室2厅1卫,中楼层（18层）,3980
BJ2706749111675396096,整租·北京像素南区 1房间 北,朝阳,常营,北京像素南区,53㎡,北,1房间1卫,高楼层（23层）,4000
BJ2599779873203691520,合租·芍药居北里 4居室 南卧,朝阳,芍药居,芍药居北里,20㎡,南,4居室,高楼层（7层）,2600
BJ2707189805720010752,整租·定福庄北里2号院 1室1厅 南,朝阳,定福庄,定福庄北里2号院,40㎡,南,1室1厅1卫,中楼层（5层）,3300
BJ2708638111197298688,整租·瑞祥里 1室1厅 西,朝阳,管庄,瑞祥里,60㎡,西,1室1厅1卫,高楼层（6层）,4000
BJ2709540012159926272,整租·南平里 2室1厅 南/北,朝阳,首都机场,南平里,58㎡,南 北,2室1厅1卫,中楼层（6层）,3200
BJ2596165379889823744,合租·芍药居北里 5居室 西卧,朝阳,芍药居,芍药居北里,25㎡,西,5居室,中楼层（24层）,3800
BJ2704888025984270336,整租·管庄东里 2室1厅 北,朝阳,管庄,管庄东里,50㎡,北,2室1厅1卫,低楼层（3层）,4000
BJ2657765913016934400,整租·金隅悦和园 1室1厅 南,朝阳,东坝,金隅悦和园,62㎡,南,1室1厅1卫,低楼层（23层）,4000
BJ2661653160744976384,整租·定福庄西街 2室1厅 南/北,朝阳,定福庄,定福庄西街,55㎡,南 北,2室1厅1卫,低楼层（6层）,4650
BJ2740600035418324992,整租·北花园小区2号院 1室1厅 南,朝阳,双桥,北花园小区2号院,52㎡,南,1室1厅1卫,中楼层（29层）,4900
BJ2740642674737414144,整租·远洋一方新悦二期 1室1厅 西南,朝阳,双桥,远洋一方新悦二期,69㎡,西南,1室1厅1卫,高楼层（17层）,4500
BJ2683304843728396288,合租·石门新居35号院 3居室 东卧,朝阳,百子湾,石门新居35号院,11㎡,东,3居室,中楼层（28层）,2990
BJ2683291674218086400,合租·石门新居35号院 3居室 东卧,朝阳,百子湾,石门新居35号院,12㎡,东,3居室,中楼层（28层）,2760
BJ2740502222059077632,整租·富力又一城C区 1房间 东南,朝阳,豆各庄,富力又一城C区,50㎡,东南,1房间1卫,低楼层（18层）,4300
BJ2741187397428445184,整租·京铁新苑 2室1厅 南,朝阳,双桥,京铁新苑,91㎡,南,2室1厅1卫,高楼层（12层）,4600
BJ2683873891729801216,合租·翠成馨园D区 3居室 北卧,朝阳,垡头,翠成馨园D区,8㎡,北,3居室,中楼层（28层）,2260
BJ2741204274804695040,整租·花园闸小区 1室1厅 南,朝阳,定福庄,花园闸小区,44㎡,南,1室1厅1卫,中楼层（6层）,4700
BJ2741247246187372544,整租·北京像素南区 1房间 南,朝阳,常营,北京像素南区,50㎡,南,1房间1卫,高楼层（23层）,3500
BJ2683881146928078848,合租·翠成馨园D区 3居室 西卧,朝阳,垡头,翠成馨园D区,8㎡,西,3居室,高楼层（28层）,2290
BJ2683976959528280064,合租·鸿博家园F区二期 3居室 南卧,朝阳,十八里店,鸿博家园F区二期,12㎡,南,3居室,低楼层（28层）,2590
BJ2684030275398410240,合租·聚福苑2号院 3居室 北卧,朝阳,定福庄,聚福苑2号院,10㎡,北,3居室,中楼层（11层）,2360
BJ2683852546145263616,合租·翠成馨园D区 3居室 东卧,朝阳,垡头,翠成馨园D区,8㎡,东,3居室,中楼层（21层）,2290
BJ2683867719182860288,合租·翠成馨园D区 3居室 南卧,朝阳,垡头,翠成馨园D区,10㎡,南,3居室,高楼层（28层）,2260
BJ2741200265074966528,整租·金隅景和园 1室1厅 南/北,朝阳,东坝,金隅景和园,67㎡,南 北,1室1厅1卫,低楼层（21层）,4000
BJ2741368209956675584,整租·垡头西里一区 1室1厅 南/北,朝阳,垡头,垡头西里一区,40㎡,南 北,1室1厅1卫,中楼层（6层）,3900
BJ2685474229109137408,合租·定福家园2号院 4居室 东卧,朝阳,定福庄,定福家园2号院,15㎡,东,4居室,高楼层（16层）,3290
BJ2741247621913395200,整租·北京像素南区 1房间 南,朝阳,常营,北京像素南区,50㎡,南,1房间1卫,高楼层（23层）,3500
BJ2738935827747831808,整租·垡头北里 1室1厅 南,朝阳,垡头,垡头北里,36㎡,南,1室1厅1卫,低楼层（6层）,3500
BJ2741831350314614784,整租·金蝉北里 1室1厅 东,朝阳,垡头,金蝉北里,51㎡,东,1室1厅1卫,低楼层（18层）,4500
BJ2686203606100606976,合租·京通苑 4居室 东卧,朝阳,管庄,京通苑,9㎡,东,4居室,低楼层（24层）,2160
BJ2728959130869448704,整租·双合家园 2室1厅 东北,朝阳,垡头,双合家园,71㎡,东北,2室1厅1卫,高楼层（22层）,4900
BJ2738581885297885184,整租·垡头西里 2室1厅 南,朝阳,垡头,垡头西里,60㎡,南,2室1厅1卫,中楼层（4层）,4700
BJ2685474225837850624,合租·定福家园2号院 4居室 东卧,朝阳,定福庄,定福家园2号院,8㎡,东,4居室,高楼层（16层）,2560
BJ2740399117418373120,整租·垡头西里 1室1厅 南,朝阳,垡头,垡头西里,36㎡,南,1室1厅1卫,中楼层（4层）,3600
BJ2740421152655540224,整租·垡头西里二区 1室1厅 南,朝阳,垡头,垡头西里二区,40㎡,南,1室1厅1卫,中楼层（6层）,3800
BJ2685502041220194304,合租·泰福苑D1区 3居室 南卧,朝阳,定福庄,泰福苑D1区,16㎡,南,3居室,高楼层（18层）,3090
BJ2741240638699225088,整租·翠成馨园C区 1室0厅 东,朝阳,垡头,翠成馨园C区,47㎡,东,1室0厅1卫,低楼层（13层）,4400
BJ2590351584559382528,合租·明天第一城7号院 3居室 东南卧,朝阳,立水桥,明天第一城7号院,28㎡,东南,3居室,高楼层（24层）,3100
BJ2648487426884116480,整租·朗廷 2房间 东南,朝阳,管庄,朗廷,53㎡,东南,2房间1卫,中楼层（12层）,4300
BJ2589172492681609216,合租·欧陆经典 5居室 南卧,朝阳,亚运村小营,欧陆经典,24㎡,南,5居室,高楼层（15层）,2300
BJ2591833342974631936,合租·大羊坊甲2号 4居室 南卧,朝阳,北苑,大羊坊甲2号,20㎡,南,4居室,低楼层（6层）,2300
BJ2591843961543073792,合租·安慧里二区 3居室 南卧,朝阳,亚运村,安慧里二区,28㎡,南,3居室,低楼层（25层）,3500
BJ2686761631588810752,整租·垡头西里一区 1室1厅 北,朝阳,垡头,垡头西里一区,42㎡,北,1室1厅1卫,高楼层（6层）,3300
BJ2591842466030157824,合租·芍药居北里 4居室 北卧,朝阳,芍药居,芍药居北里,21㎡,北,4居室,高楼层（24层）,2700
BJ2334014794178772992,整租·双桥小区 2室2厅 南/北,朝阳,双桥,双桥小区,73㎡,南 北,2室2厅1卫,低楼层（7层）,4530
BJ2591289830499688448,合租·管庄新村 3居室 南卧,朝阳,双桥,管庄新村,12㎡,南,3居室,中楼层（18层）,2160
BJ2383116358528811008,整租·卡夫卡公社 2房间 北,朝阳,定福庄,卡夫卡公社,32㎡,北,2房间1卫,高楼层（13层）,4800
BJ2433350706468757504,整租·林达海渔广场 1房间 南,朝阳,十里河,林达海渔广场,38㎡,南,1房间1卫,高楼层（15层）,3900
BJ2591281620200210432,合租·世纪东方城 4居室 西北卧,朝阳,欢乐谷,世纪东方城,16㎡,西北,4居室,高楼层（12层）,2990
